,name,polygon,area
54,Şenlik Çim Alanı,"[(32.7511895, 39.8678142), (32.7513348, 39.8678106), (32.7513402, 39.8678312), (32.751418, 39.8678271), (32.7514126, 39.8677983), (32.751595, 39.8677797), (32.7517613, 39.8677797), (32.7519437, 39.8678003), (32.7521744, 39.8678497), (32.7523648, 39.86793), (32.7525257, 39.8680103), (32.7527323, 39.8681441), (32.752853, 39.868245), (32.7529871, 39.8683932), (32.7534726, 39.8690232), (32.7536308, 39.8692352), (32.7536001, 39.8692506), (32.753553, 39.8692743), (32.7531748, 39.8689161), (32.7530676, 39.8688646), (32.75292, 39.8687844), (32.7526464, 39.8685991), (32.7524185, 39.8684694), (32.7523112, 39.8684303), (32.7521717, 39.8684097), (32.7518686, 39.8684014), (32.7515441, 39.8684323), (32.7513332, 39.8684655), (32.7511402, 39.8685071), (32.7511772, 39.868448), (32.7511987, 39.868299), (32.7512172, 39.8680862), (32.7511895, 39.8678142)]",11184.660770439787
55,Meksika Parkı,"[(32.8565319, 39.8779057), (32.8565652, 39.8771366), (32.8558443, 39.8771448), (32.8556508, 39.8774795), (32.8554323, 39.8778556), (32.856529, 39.8779693), (32.8565319, 39.8779057)]",6767.587964719413
56,Harikalar Diyarı,"[(32.5866809, 39.9834489), (32.5872691, 39.9838831), (32.5914849, 39.9851755), (32.5930815, 39.9821281), (32.5931725, 39.9820525), (32.5932765, 39.9820217), (32.5934194, 39.9820306), (32.595252, 39.9825721), (32.595622, 39.9824431), (32.5958326, 39.9825072), (32.5959351, 39.9823181), (32.5959714, 39.9822819), (32.5960396, 39.9822588), (32.597844, 39.9820099), (32.5978546, 39.981948), (32.5978794, 39.9819072), (32.5979668, 39.9818593), (32.5980719, 39.9818349), (32.5981132, 39.9817697), (32.5981965, 39.981706), (32.5981793, 39.9816838), (32.598125, 39.9816838), (32.5980719, 39.9816711), (32.5980294, 39.981653), (32.5979951, 39.9816168), (32.5979745, 39.9815787), (32.5979668, 39.9815281), (32.5979845, 39.9814747), (32.5980376, 39.9814404), (32.5980955, 39.981425), (32.5981557, 39.9814105), (32.5982223, 39.9814027), (32.5989753, 39.9784289), (32.5989746, 39.9783345), (32.5989404, 39.9782404), (32.5988778, 39.9781499), (32.5987852, 39.9780738), (32.5965748, 39.9772649), (32.5964048, 39.9772316), (32.596243, 39.9772362), (32.5960423, 39.9772733), (32.5956953, 39.9774654), (32.5951492, 39.9777622), (32.5950071, 39.9778477), (32.5947977, 39.9779737), (32.5937112, 39.9779948), (32.5932644, 39.9777497), (32.5927129, 39.9766171), (32.5927074, 39.976), (32.5929375, 39.9758437), (32.5927294, 39.9753653), (32.590249, 39.975999), (32.590291, 39.9760992), (32.5885304, 39.9765393), (32.5886472, 39.9767827), (32.5870909, 39.9771925), (32.5872638, 39.9776362), (32.586081, 39.9779597), (32.5856614, 39.9770963), (32.5869432, 39.9767453), (32.5868753, 39.9766513), (32.5850163, 39.9771523), (32.5846948, 39.9772344), (32.5845112, 39.9773355), (32.5844216, 39.9774255), (32.5848667, 39.9773277), (32.584902, 39.9774161), (32.5855219, 39.9786793), (32.5843368, 39.9788618), (32.5850308, 39.979866), (32.5845587, 39.9800305), (32.5850523, 39.981165), (32.5875413, 39.9817733), (32.5866809, 39.9834489)]",771723.708468267
57,Şehit Cem Dilay Turan Kerman Parkı,"[(32.6068439, 39.9769938), (32.6078095, 39.976553), (32.6079412, 39.9764572), (32.6079677, 39.9763443), (32.6078988, 39.9762757), (32.6068439, 39.976266), (32.6067473, 39.9763205), (32.6067259, 39.9763978), (32.6067031, 39.9769305), (32.6068439, 39.9769938)]",5697.646456266004
58,Atatürk Parkı,"[(33.0274276, 40.2390341), (33.0278696, 40.2390058), (33.028249, 40.2389877), (33.028564, 40.2389861), (33.0285172, 40.2396757), (33.0283167, 40.2396754), (33.0283167, 40.2401259), (33.0277856, 40.2401259), (33.0278122, 40.2403911), (33.0278131, 40.2404816), (33.0278165, 40.2408112), (33.0278175, 40.2409055), (33.0278177, 40.24093), (33.0278178, 40.2409387), (33.0275978, 40.2409797), (33.0274836, 40.239728), (33.0274276, 40.2390341)]",12364.410999201686
69,Yeşilova Parkı,"[(32.8475439, 40.1406676), (32.8471453, 40.1408534), (32.8470426, 40.1409064), (32.8469659, 40.1409563), (32.8467647, 40.1411142), (32.8466833, 40.1411812), (32.8466344, 40.1412215), (32.8465895, 40.1412684), (32.8465577, 40.1412921), (32.8465309, 40.1413121), (32.8465135, 40.1413251), (32.8464549, 40.1413623), (32.8460847, 40.1416565), (32.8455754, 40.1420519), (32.8455443, 40.142076), (32.8455604, 40.1420845), (32.8459196, 40.142275), (32.8465179, 40.1425923), (32.8465701, 40.1426227), (32.8468151, 40.1427201), (32.8469208, 40.1427542), (32.8470448, 40.1427931), (32.8471769, 40.1428265), (32.8472684, 40.1428537), (32.8473844, 40.1428887), (32.8475889, 40.1429514), (32.8476436, 40.1429682), (32.8477047, 40.1428792), (32.848068, 40.1423505), (32.8479931, 40.1422354), (32.8479382, 40.1421372), (32.847916, 40.1420864), (32.8479055, 40.1420453), (32.8479079, 40.1419614), (32.8479207, 40.1416026), (32.8479049, 40.141436), (32.8478692, 40.1412051), (32.847851, 40.1411522), (32.8477969, 40.1409964), (32.847758, 40.1409084), (32.8477173, 40.1408435), (32.8476642, 40.1407772), (32.84763, 40.140746), (32.8475439, 40.1406676)]",30596.95869873393
72,Zübeyde Hanım Parkı,"[(32.8507089, 39.9540959), (32.8491264, 39.952926), (32.8491156, 39.9529034), (32.849121, 39.9528828), (32.8491413, 39.9528611), (32.8491773, 39.9528417), (32.8492137, 39.9528385), (32.8492766, 39.9528376), (32.8493168, 39.952852), (32.8508108, 39.9539684), (32.8508296, 39.9539931), (32.8508269, 39.9540178), (32.8508028, 39.9540486), (32.8507733, 39.9540733), (32.8507464, 39.9540897), (32.8507089, 39.9540959)]",3186.760062623525
73,Şehit Salim Akgül Parkı,"[(32.9028913, 40.0369897), (32.9027491, 40.0366303), (32.9032012, 40.0365225), (32.9027518, 40.0355604), (32.9028069, 40.0355347), (32.9028698, 40.0355686), (32.9029074, 40.0355789), (32.9029503, 40.0355789), (32.9030027, 40.0355676), (32.9031019, 40.0355286), (32.9035484, 40.0359752), (32.9036798, 40.0361724), (32.9037978, 40.0362997), (32.9038798, 40.0363767), (32.9039936, 40.0364517), (32.9041266, 40.0365656), (32.9042419, 40.0366765), (32.9028913, 40.0369897)]",9582.013834175257
75,Cumhuriyet Parkı,"[(32.689862, 39.882532), (32.6899693, 39.8830095), (32.6900712, 39.8834623), (32.6900605, 39.8835693), (32.6899316, 39.8837269), (32.6898834, 39.8837515), (32.6897483, 39.8837075), (32.6892804, 39.8835152), (32.6890782, 39.8834237), (32.6892301, 39.8831871), (32.6894232, 39.8828866), (32.6896632, 39.8825412), (32.6897927, 39.8823659), (32.689862, 39.882532)]",6917.291984758812
76,Prof. Dr. Raci Bademli Parkı,"[(32.688022, 39.8813053), (32.6879265, 39.8813553), (32.6878986, 39.8814164), (32.6888749, 39.8818239), (32.6896378, 39.8821456), (32.6897386, 39.8821244), (32.6897869, 39.8820339), (32.6896796, 39.881614), (32.6896324, 39.8814129), (32.6895948, 39.8813841), (32.6887538, 39.8813545), (32.688022, 39.8813053)]",7604.759525153305
77,Doktorlar Parkı,"[(32.6903987, 39.877327), (32.6904038, 39.8774397), (32.6904253, 39.8776168), (32.6904843, 39.8777362), (32.6906237, 39.877802), (32.6908364, 39.8778737), (32.6910845, 39.8779834), (32.6912621, 39.8780449), (32.6913399, 39.8780097), (32.6914472, 39.8778319), (32.6914938, 39.8777409), (32.6912138, 39.8775962), (32.6909724, 39.8774603), (32.6909241, 39.8773533), (32.6909027, 39.8772751), (32.6908394, 39.8772304), (32.690436, 39.8772133), (32.6903987, 39.877327)]",4819.991824571619
78,Doğu Kampüs Çim Alanı,"[(32.7623386, 39.8724312), (32.7632179, 39.8713296), (32.7633363, 39.8713731), (32.7633417, 39.8714143), (32.7639833, 39.8716257), (32.7637137, 39.8721284), (32.7638532, 39.8721644), (32.7637342, 39.8724023), (32.7635246, 39.8723448), (32.7634094, 39.8724899), (32.7631593, 39.87239), (32.7625424, 39.8723777), (32.7624888, 39.8724353), (32.7623386, 39.8724312)]",9808.838758371372
83,Meydan Parkı,"[(32.6844371, 39.8740263), (32.6842673, 39.8741049), (32.6838972, 39.8742655), (32.6835485, 39.8744219), (32.6833554, 39.8745043), (32.6832721, 39.8745106), (32.6831943, 39.8744859), (32.6830307, 39.8742862), (32.6829154, 39.8741339), (32.6828939, 39.8740742), (32.68291, 39.8740186), (32.6829637, 39.8739795), (32.683028, 39.8739815), (32.6833256, 39.874031), (32.6834812, 39.8740331), (32.6838407, 39.8740083), (32.6845675, 39.8739631), (32.6844371, 39.8740263)]",4324.038961925638
84,Muharrem Dalkılıç Koşu Yolu,"[(32.6860212, 39.8740845), (32.6861098, 39.8741175), (32.6861366, 39.8741484), (32.686319, 39.874525), (32.6861715, 39.8746567), (32.685442, 39.8748152), (32.6843175, 39.8750552), (32.6843384, 39.8757707), (32.6842909, 39.8757959), (32.6833302, 39.8758541), (32.6832377, 39.8756134), (32.6827489, 39.8757068), (32.6826551, 39.8757004), (32.6825667, 39.8756959), (32.6824803, 39.8756884), (32.6824292, 39.8756985), (32.6820061, 39.8758609), (32.6816922, 39.8759927), (32.6816197, 39.8761162), (32.6815609, 39.8761738), (32.681247, 39.8763508), (32.6811773, 39.8763652), (32.6810511, 39.8762994), (32.6807643, 39.8760935), (32.6806407, 39.8759969), (32.6806033, 39.8759432), (32.6806167, 39.8758815), (32.6807294, 39.8758177), (32.6819067, 39.8753073), (32.6827835, 39.8749159), (32.6832371, 39.8747515), (32.6844979, 39.8742038), (32.6845514, 39.8741916), (32.6854125, 39.8741195), (32.6860212, 39.8740845)]",42212.81005504219
85,Tekno Park,"[(32.6860802, 39.8683865), (32.6862164, 39.8684022), (32.6866917, 39.8687571), (32.6871209, 39.8690947), (32.6877807, 39.8695064), (32.6885499, 39.869905), (32.6889844, 39.8701602), (32.689567, 39.870441), (32.6893256, 39.8707869), (32.6892376, 39.870764), (32.6883386, 39.8699717), (32.6882796, 39.8699799), (32.6878288, 39.870108), (32.6875554, 39.8698029), (32.6868258, 39.8699799), (32.6864676, 39.8692143), (32.6860802, 39.8683865)]",16311.466206273464
87,Çınar Parkı,"[(32.6439508, 39.8688259), (32.6439898, 39.8689727), (32.6441413, 39.8692177), (32.6442084, 39.8692898), (32.6443504, 39.8693128), (32.6445395, 39.8692613), (32.6446776, 39.8690307), (32.6446294, 39.868976), (32.6445517, 39.8689274), (32.6439508, 39.8688259)]",2111.6534662746108
90,Ceyhun Atuf Kansu Parkı,"[(32.6835775, 39.8796687), (32.6839714, 39.8798369), (32.6845405, 39.8800799), (32.684447, 39.8802147), (32.6842018, 39.8805672), (32.6841501, 39.880643), (32.6838314, 39.8805167), (32.6834377, 39.8803607), (32.6834235, 39.8803551), (32.683445, 39.880303), (32.6834607, 39.8802479), (32.6835775, 39.8796687)]",5865.494053371415
91,Kardelen Parkı,"[(32.7131885, 39.9726634), (32.7121352, 39.9711882), (32.7121069, 39.9710824), (32.7121287, 39.9709844), (32.7122846, 39.9707701), (32.7123597, 39.9698656), (32.7127682, 39.9698767), (32.7126765, 39.9714127), (32.7128429, 39.9717097), (32.7134156, 39.9725139), (32.7131885, 39.9726634)]",10500.32444217595
92,Malazgirt Parkı,"[(32.7083815, 39.9709607), (32.7079609, 39.9709779), (32.7080366, 39.9712665), (32.7080044, 39.9714145), (32.7083799, 39.9714639), (32.7083815, 39.9709607)]",1672.5000292272946
93,Zara Kızılırmak Parkı,"[(32.7145546, 39.9741112), (32.7142917, 39.9734411), (32.7135415, 39.9730215), (32.71353, 39.9729108), (32.7136641, 39.9728083), (32.713884, 39.972808), (32.7144052, 39.9732518), (32.7146833, 39.9739919), (32.7145546, 39.9741112)]",3649.156155981133
94,Erdem Parkı,"[(32.7159064, 39.9730546), (32.7160214, 39.9729613), (32.7168577, 39.9735291), (32.7167325, 39.9736548), (32.7159064, 39.9730546)]",1527.4051610989222
95,Mehmet Akif Ersoy Parkı,"[(32.9107743, 40.0286475), (32.9102003, 40.0291795), (32.9104023, 40.0292818), (32.9109307, 40.0286986), (32.9107743, 40.0286475)]",1346.645370142469
96,Cemal Süreya Parkı,"[(32.8466742, 39.9054207), (32.846809, 39.9053549), (32.8469426, 39.9053047), (32.8468546, 39.9049084), (32.8466722, 39.9043528), (32.8466184, 39.9041949), (32.8465019, 39.9038364), (32.8464375, 39.9036399), (32.8463166, 39.9033149), (32.8462122, 39.9030463), (32.8461817, 39.9029267), (32.8454907, 39.9030051), (32.8453606, 39.9030463), (32.8456929, 39.9036576), (32.8466742, 39.9054207)]",14110.672759306626
97,Cumhuriyet Parkı,"[(32.7186331, 39.8929901), (32.7186582, 39.8931023), (32.7184775, 39.8932576), (32.7186478, 39.8933862), (32.7190431, 39.8930088), (32.7192933, 39.8927947), (32.7193265, 39.8927743), (32.7193649, 39.892768), (32.7194858, 39.8927592), (32.719486, 39.8926959), (32.7201525, 39.8926608), (32.7201603, 39.8927148), (32.7204227, 39.8927002), (32.7204221, 39.8926373), (32.7206178, 39.892628), (32.7207533, 39.8926227), (32.720756, 39.8925188), (32.7206128, 39.8925045), (32.7203886, 39.8923529), (32.720289, 39.8923396), (32.7199248, 39.8921079), (32.7198736, 39.8920444), (32.7196775, 39.8918968), (32.7196908, 39.8918568), (32.7196617, 39.8918325), (32.7196366, 39.8918314), (32.7196194, 39.8918422), (32.7196018, 39.8918696), (32.7195205, 39.8920322), (32.7195003, 39.8920773), (32.7194693, 39.8920894), (32.7194101, 39.8920932), (32.7193792, 39.8920939), (32.7192351, 39.8920343), (32.7192172, 39.8919791), (32.7191445, 39.8919467), (32.719116, 39.8919511), (32.7190256, 39.8920733), (32.7192469, 39.8921918), (32.7190032, 39.8924921), (32.7186331, 39.8929901)]",10669.887886932864
99,Prof. Dr. Kemal Kurdaş Parkı,"[(32.6815266, 39.8956206), (32.6825453, 39.8946685), (32.6825651, 39.8946938), (32.6825811, 39.8947169), (32.6825948, 39.8947414), (32.6826077, 39.8947654), (32.6826175, 39.8947844), (32.6826264, 39.8948027), (32.6826344, 39.8948198), (32.6826427, 39.8948387), (32.6827123, 39.8949905), (32.6831617, 39.8959797), (32.682911, 39.896218), (32.6827536, 39.8963675), (32.6815266, 39.8956206)]",12944.559916270127
101,Jandarma Üstteğmen Harun Parlak Parkı,"[(32.8762087, 39.9050267), (32.8764259, 39.9048848), (32.8766756, 39.9053593), (32.8762087, 39.9050267)]",656.9503398558709
102,Hasan Ali Yücel Parkı,"[(32.8787916, 39.902786), (32.8788139, 39.9025334), (32.8788158, 39.9022819), (32.8793388, 39.9020947), (32.8794088, 39.9022236), (32.8792854, 39.9028285), (32.8787916, 39.902786)]",3210.802980471439
103,Aşıklar Parkı,"[(32.8793254, 39.9062736), (32.8797046, 39.9061507), (32.8799155, 39.9060823), (32.8796634, 39.9057201), (32.8789794, 39.9056687), (32.8791913, 39.9059917), (32.8793254, 39.9062736)]",3043.058029758668
104,Muhlis Akarsu Parkı,"[(32.875455, 39.9035597), (32.8750634, 39.9032819), (32.8746963, 39.9037164), (32.8746905, 39.9037399), (32.8747049, 39.9037616), (32.8748222, 39.9038244), (32.8748703, 39.9038354), (32.8749332, 39.9038158), (32.875455, 39.9035597)]",1919.2696940701378
105,Saimekadın Parkı,"[(32.8973793, 39.9349726), (32.8974982, 39.9349971), (32.8971356, 39.9351592), (32.8967282, 39.9354315), (32.8964944, 39.9355877), (32.8965443, 39.935382), (32.8962895, 39.9352925), (32.8962628, 39.9352344), (32.8963325, 39.9352097), (32.896491, 39.9352059), (32.896688, 39.9351408), (32.896977, 39.935046), (32.8972849, 39.9349808), (32.8973793, 39.9349726)]",2151.6629863560665
106,Atatürk ve Şehitler Anıtı,"[(32.8888699, 39.9347547), (32.8889928, 39.9348808), (32.8890992, 39.9350315), (32.8889734, 39.935168), (32.8888519, 39.9351885), (32.888739, 39.9352076), (32.8884102, 39.9351696), (32.8883674, 39.9350227), (32.8885955, 39.9346665), (32.8888699, 39.9347547)]",2509.3392172354543
107,Törekent Parkı,"[(32.5600455, 39.9914572), (32.5592107, 39.9912261), (32.5588451, 39.9906185), (32.5591286, 39.9906495), (32.5591846, 39.9905307), (32.5604304, 39.9909279), (32.5600455, 39.9914572)]",7531.888416277174
109,Şehit Metin Gedik Parkı,"[(32.5565282, 39.9914821), (32.5569678, 39.9913169), (32.5567482, 39.9909736), (32.5563085, 39.9911388), (32.5565282, 39.9914821)]",1774.0075908277609
110,Sokullu Parkı,"[(32.5558451, 39.9894326), (32.5554124, 39.98958), (32.55522, 39.9892484), (32.5556393, 39.9890989), (32.5558451, 39.9894326)]",1622.8899462331105
111,Semazen Parkı,"[(32.5701266, 39.9880059), (32.5700958, 39.9879744), (32.5701003, 39.987926), (32.5703386, 39.9878141), (32.5707089, 39.9877141), (32.5719388, 39.9876082), (32.5719093, 39.9880535), (32.5701266, 39.9880059)]",5524.090606946855
112,Şehit Teğmen Erdal Koçak Parkı,"[(32.5656221, 39.9847915), (32.5674124, 39.9845419), (32.5672814, 39.9841998), (32.5656108, 39.984735), (32.5655905, 39.9847698), (32.5656221, 39.9847915)]",3540.1251885128877
113,Gazze Bryt Lahya Parkı,"[(32.5693206, 39.9850686), (32.5696054, 39.9850294), (32.5694441, 39.9843245), (32.5691598, 39.9843713), (32.5693206, 39.9850686)]",1956.1682608304732
114,Gazze Bryt Lahya Parkı,"[(32.5694928, 39.9851597), (32.5696731, 39.9851365), (32.5698356, 39.9858277), (32.5698, 39.9858609), (32.5697095, 39.9858761), (32.5697313, 39.9858519), (32.5697391, 39.9858361), (32.5694928, 39.9851597)]",955.4771329637451
115,Ahmet Kutsi Tecer Parkı,"[(32.5680469, 39.9874553), (32.5681764, 39.9872772), (32.5676426, 39.9870494), (32.5675131, 39.9872276), (32.5680469, 39.9874553)]",1180.634432361899
118,Yunus Emre Parkı,"[(32.5939687, 39.9756662), (32.5936797, 39.9751432), (32.5937312, 39.9750521), (32.5938606, 39.9749577), (32.5940543, 39.9748606), (32.5942849, 39.974781), (32.5993445, 39.9735583), (32.5997825, 39.9734472), (32.5999118, 39.9734144), (32.6001122, 39.9733945), (32.6003166, 39.9734227), (32.6008128, 39.973497), (32.6012822, 39.9735857), (32.6015182, 39.9737139), (32.6016024, 39.9738026), (32.5997916, 39.973819), (32.5965152, 39.974829), (32.5960829, 39.9748924), (32.5953516, 39.9751114), (32.5954059, 39.975255), (32.5939687, 39.9756662)]",37647.663061421204
119,Osman Gazi Parkı,"[(32.5747741, 39.9880324), (32.5754939, 39.987923), (32.575691, 39.9883568), (32.5764748, 39.9895795), (32.575969, 39.9897587), (32.5758217, 39.989485), (32.5749556, 39.9897838), (32.575006, 39.9894695), (32.5745631, 39.9893913), (32.5747027, 39.9881479), (32.5747741, 39.9880324)]",20524.72495132694
121,Sakarya Parkı,"[(32.5629406, 39.9947743), (32.5631384, 39.9945144), (32.563638, 39.99474), (32.5635158, 39.9949099), (32.5629406, 39.9947743)]",1368.0508468221697
122,Park,"[(32.5600924, 39.9960059), (32.5608045, 39.9961343), (32.5609093, 39.9957264), (32.5608852, 39.9956789), (32.5601929, 39.9955225), (32.5600924, 39.9960059)]",3315.472074441253
123,Şehit Gaffar Okkan Parkı,"[(32.5881154, 39.9945246), (32.5881628, 39.993341), (32.5886094, 39.9933336), (32.5884639, 39.9940401), (32.5883214, 39.9945647), (32.5881154, 39.9945246)]",3874.1670961992736
138,İstasyon Parkı,"[(32.5811232, 39.9650927), (32.5828583, 39.9644863), (32.583161, 39.9644105), (32.5838623, 39.9641716), (32.5839043, 39.9642613), (32.5839312, 39.9643186), (32.5827774, 39.9646976), (32.5828224, 39.9647918), (32.581264, 39.9653178), (32.5811232, 39.9650927)]",6063.2482561362385
139,Gelincik Parkı,"[(32.581142, 39.9557214), (32.5816977, 39.9556214), (32.5820473, 39.9561994), (32.5821673, 39.9563513), (32.582029, 39.9562814), (32.581142, 39.9557214)]",2141.4245084547615
140,Park,"[(32.5832061, 39.9544764), (32.5841583, 39.9545104), (32.5842653, 39.9539845), (32.58426, 39.9539545), (32.5842313, 39.9539325), (32.5842131, 39.9539165), (32.5841687, 39.9539105), (32.5841139, 39.9539045), (32.5840331, 39.9539265), (32.5832374, 39.9544224), (32.5832061, 39.9544764)]",3434.9353067684588
141,Tunahan Parkı,"[(32.5774181, 39.9515041), (32.5775721, 39.9521017), (32.5776276, 39.952156), (32.5776984, 39.9521702), (32.5777693, 39.952182), (32.5778556, 39.9521725), (32.577948, 39.9521536), (32.5780466, 39.9521135), (32.578937, 39.9516269), (32.5789081, 39.951559), (32.5787429, 39.9511711), (32.5779881, 39.9514191), (32.5775807, 39.9514799), (32.5774181, 39.9515041)]",8384.783444818946
142,Park,"[(32.5919785, 39.9483897), (32.5933589, 39.9484251), (32.5933834, 39.9482102), (32.5919816, 39.9481535), (32.5919785, 39.9483897)]",2980.943155342015
143,Kanuni Parkı,"[(32.5936484, 39.9473221), (32.5948069, 39.9475016), (32.5951797, 39.946434), (32.5940675, 39.9460348), (32.5940028, 39.9460678), (32.5936731, 39.9465804), (32.5936484, 39.9473221)]",15190.090942812729
145,Park,"[(32.5871863, 39.944883), (32.5882431, 39.9455562), (32.5882986, 39.945568), (32.5883355, 39.9455633), (32.5891458, 39.9451428), (32.5883294, 39.9441531), (32.5878272, 39.9444318), (32.5875191, 39.9446326), (32.5871863, 39.944883)]",13632.103615759353
146,Park,"[(32.5796509, 39.9746194), (32.579607, 39.9750466), (32.5782726, 39.9750478), (32.577082, 39.9750013), (32.5767306, 39.9748359), (32.5780353, 39.9745859), (32.5784793, 39.9745803), (32.5796509, 39.9746194)]",10306.058012974465
148,Sera Park,"[(32.5797467, 39.9977043), (32.5796889, 39.9974785), (32.5800965, 39.9974236), (32.5798591, 39.9969487), (32.5802134, 39.996799), (32.5804685, 39.9969407), (32.5803189, 39.9970865), (32.5805504, 39.9972147), (32.5808823, 39.9972855), (32.5808589, 39.9975016), (32.580925, 39.9975084), (32.5809315, 39.9975576), (32.5810177, 39.9978375), (32.5811434, 39.998149), (32.5812049, 39.9982922), (32.5812894, 39.9994972), (32.5812762, 39.9998113), (32.58123, 40.0001609), (32.581179, 40.0002566), (32.5811421, 40.0003519), (32.5810793, 40.0004373), (32.5809691, 40.0005386), (32.5808872, 40.0006152), (32.5807964, 40.0006688), (32.5807242, 40.0006938), (32.580637, 40.0007107), (32.5805749, 40.0007003), (32.5805123, 40.000675), (32.5804431, 40.0006406), (32.5804065, 40.0006262), (32.5802813, 40.0006137), (32.580251, 40.0006487), (32.5803362, 40.0006775), (32.5803222, 40.0007175), (32.5799997, 40.0006302), (32.5801278, 40.0004146), (32.5798057, 40.000239), (32.579567, 40.0001137), (32.5792644, 39.9999803), (32.5791154, 39.999757), (32.5789788, 39.9993609), (32.5789068, 39.9991526), (32.5788777, 39.9989769), (32.5788894, 39.9987803), (32.5789265, 39.9986495), (32.5789912, 39.9984819), (32.5791283, 39.9982424), (32.5792024, 39.9981306), (32.5792309, 39.9980978), (32.5793572, 39.9979524), (32.5797428, 39.997794), (32.579744, 39.9977674), (32.5797467, 39.9977043)]",60160.09853501595
149,Uzun Park,"[(32.586715, 39.9634379), (32.5867472, 39.963331), (32.5882171, 39.9629445), (32.5890217, 39.9627636), (32.5910924, 39.9624758), (32.5935064, 39.9621386), (32.5938014, 39.9620955), (32.5944251, 39.9620078), (32.595089, 39.9619256), (32.5946474, 39.9620094), (32.5924979, 39.962336), (32.5909063, 39.9625642), (32.5893356, 39.9628068), (32.588562, 39.9629528), (32.5876795, 39.9631616), (32.586715, 39.9634379)]",5153.040580687431
150,Nasrettin Hoca Parkı,"[(32.5790867, 39.9868501), (32.5795555, 39.9867962), (32.5798267, 39.987376), (32.5792374, 39.987594), (32.5790867, 39.9868501)]",3589.852412340301
151,Şehitler Parkı,"[(32.5682668, 39.9587759), (32.5692189, 39.9595329), (32.5691104, 39.9597308), (32.5696734, 39.9599588), (32.5699615, 39.9600405), (32.570272, 39.9601064), (32.570373, 39.9600978), (32.5704572, 39.9600806), (32.5705357, 39.9600477), (32.5706105, 39.9600032), (32.5698605, 39.9596562), (32.5695687, 39.9593695), (32.5696023, 39.9592218), (32.5689346, 39.9587358), (32.5685661, 39.9584834), (32.5682668, 39.9587759)]",9911.406022505173
152,Park,"[(32.5852292, 39.9702579), (32.5855977, 39.9703324), (32.5856351, 39.970017), (32.5856295, 39.9699783), (32.5856089, 39.9699582), (32.585579, 39.9699425), (32.5855453, 39.9699382), (32.5852292, 39.9702579)]",838.5103786846952
154,Makedonya Struga Parkı,"[(32.5760715, 39.9838189), (32.576155, 39.9842184), (32.57689, 39.9841135), (32.5768324, 39.9837686), (32.5769972, 39.9837497), (32.5769566, 39.9835716), (32.5769335, 39.9834598), (32.5769229, 39.9834549), (32.5769079, 39.9834584), (32.576094, 39.9837596), (32.5760748, 39.9837743), (32.5760695, 39.9837871), (32.5760698, 39.9838036), (32.5760715, 39.9838189)]",4260.588871198267
155,Parkı,"[(32.5640183, 39.9873842), (32.5644488, 39.9873802), (32.5645818, 39.9871903), (32.5641331, 39.9872462), (32.5640183, 39.9873842)]",647.8047936557148
158,Ördekli Park,"[(32.8432701, 39.9261031), (32.8436963, 39.9263089), (32.8442328, 39.9256062), (32.8451064, 39.9249132), (32.8447804, 39.924821), (32.8444572, 39.9245832), (32.8441257, 39.924768), (32.8436899, 39.9251151), (32.8436024, 39.9252403), (32.8432701, 39.9261031)]",12220.172438428726
159,ODTÜ Mezunları Derneği,"[(32.7934114, 39.8953082), (32.7921937, 39.8949831), (32.791957, 39.8954209), (32.7916599, 39.8958309), (32.7914448, 39.8963401), (32.7912965, 39.8967084), (32.7910345, 39.8972478), (32.7914217, 39.8973297), (32.7915163, 39.8973669), (32.7917682, 39.8974749), (32.7919382, 39.8975243), (32.7921514, 39.8975524), (32.7925993, 39.8976301), (32.7924268, 39.8980898), (32.7921239, 39.8988628), (32.7934836, 39.8993497), (32.7934226, 39.8980006), (32.7934278, 39.8975474), (32.7934329, 39.8970426), (32.7933906, 39.8967332), (32.7933819, 39.8963474), (32.7933138, 39.8961331), (32.7931559, 39.895807), (32.7931359, 39.8957641), (32.7934114, 39.8953082)]",57840.05769988634
161,Samurkent Parkı,"[(33.0407455, 40.2121085), (33.0405941, 40.2119471), (33.0405505, 40.2119138), (33.0405071, 40.2118843), (33.0404444, 40.2118557), (33.0397615, 40.2115736), (33.0400139, 40.2111366), (33.0408393, 40.2117548), (33.0409221, 40.2118282), (33.0410397, 40.2119478), (33.0410293, 40.2119653), (33.0407455, 40.2121085)]",4293.048387735809
163,Nasrettin Hoca Parkı,"[(33.0371497, 40.2120007), (33.0366025, 40.2118922), (33.0364818, 40.2124186), (33.0368627, 40.2124944), (33.0371497, 40.2120007)]",2412.9602910747126
164,Neşet Ertaş Parkı,"[(32.7811183, 39.960066), (32.7812922, 39.9602968), (32.7814777, 39.9608726), (32.7815394, 39.961064), (32.77995, 39.9613875), (32.7797439, 39.9614627), (32.7795236, 39.96165), (32.7795261, 39.9620777), (32.7791736, 39.9620562), (32.7790894, 39.9615494), (32.7792856, 39.9613335), (32.779397, 39.9611401), (32.7793946, 39.9608718), (32.7792109, 39.9606221), (32.7789453, 39.9603882), (32.7788842, 39.9603344), (32.7811183, 39.960066)]",25488.315084096077
